text_id,text_corpus_ann,Unnamed: 6,text_corpus,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,one-licensor category,URL,ft_is_ones,ft_is_nppl,ft_is_linguistic,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
224,"M. R. James praised Burrage's book Some Ghost Stories, saying that the book ""keeps on the right side of the line and, if about half his ghosts are amiable, the rest have their terrors, and no mean ones"". James later included Burrage among a list of contemporary writers who had ""best realized"" the possibilities of the ghost story. E. F. Bleiler has described Burrage's work thus: ""The best stories in Some Ghost Stories and Someone in the Room are intelligent, well crafted and imaginative.""",non-parallelism,"M. R. James praised Burrage's book Some Ghost Stories, saying that the book ""keeps on the right side of the line and, if about half his ghosts are amiable, the rest have their terrors, and no mean ones"". James later included Burrage among a list of contemporary writers who had ""best realized"" the possibilities of the ghost story. E. F. Bleiler has described Burrage's work thus: ""The best stories in Some Ghost Stories and Someone in the Room are intelligent, well crafted and imaginative.""",ones,linguistic,197,199,ghosts,136,141,terrors,176,182,True,False,non-local,local,nppl,adj,https://en.wikipedia.org/wiki/A._M._Burrage,1,1,1,6,7,56,15,41,-7.03320407867431,-7.03320407867431,0.0,"M. R. James praised Burrage's book Some Ghost Stories, saying that the book ""keeps on the right side of the line and, if about half his ghosts are amiable, the rest have their terrors, and no mean ones"". James later included Burrage among a list of contemporary writers who had ""best realized"" the possibilities of the ghost story. E. F. Bleiler has described Burrage's work thus: ""The best stories in Some Ghost Stories and Someone in the Room are intelligent, well crafted and imaginative.""",0.3333333333333333,0.0,"M. R. James praised Burrage's book Some Ghost Stories, saying that the book ""keeps on the right side of the line and, if about half his ghosts are amiable, the rest have their terrors, and no mean ones"". James later included Burrage among a list of contemporary writers who had ""best realized"" the possibilities of the ghost story. E. F. Bleiler has described Burrage's work thus: ""The best stories in Some Ghost Stories and Someone in the Room are intelligent, well crafted and imaginative.""",ones,ghosts,TERRORS,0.0,0.0,The rest of the ghosts,0.0,0.0,terrors,0.0,0.0,gao,one_19,224,True,True,,2.0,1,1,1,1.0,non-parallem
225,"According to the show's prop master, this was because Andy and Michael failed to pick up the original waitresses, and settled for ""less attractive ones"". However, at Paley Fest 2007, Greg Daniels admitted that the women they cast were ""too good-looking"", which led to the joke failing since the original script specifically called for Andy and Michael's dates to be unattractive.",Modifier Coordination,"According to the show's prop master, this was because Andy and Michael failed to pick up the original waitresses, and settled for ""less attractive ones"". However, at Paley Fest 2007, Greg Daniels admitted that the women they cast were ""too good-looking"", which led to the joke failing since the original script specifically called for Andy and Michael's dates to be unattractive.",ones,linguistic,147,149,waitresses,102,111,master ,29,34,True,False,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/A_Benihana_Christmas,1,1,1,10,6,36,113,-77,-7.03320407867431,-4.59971618652343,-2.43348789215087,"According to the show's prop master, this was because Andy and Michael failed to pick up the original waitresses, and settled for ""less attractive ones"". However, at Paley Fest 2007, Greg Daniels admitted that the women they cast were ""too good-looking"", which led to the joke failing since the original script specifically called for Andy and Michael's dates to be unattractive.",1.0,1.0,"According to the show's prop master, this was because Andy and Michael failed to pick up the original waitresses, and settled for ""less attractive ones"". However, at Paley Fest 2007, Greg Daniels admitted that the women they cast were ""too good-looking"", which led to the joke failing since the original script specifically called for Andy and Michael's dates to be unattractive.",ones,waitresses,WAITRESSES,1.0,1.0,the original waitresses,0.0,0.0,waitresses,1.0,1.0,gao,one_11,225,True,True,True,3.0,0,1,1,1.0,parallel
226,"A Cry in the Night was made for Jaguar, Alan Ladd's production company, despite Ladd not appearing in the cast. It was based on the novel All Through the Night by ""Whit Masterson"" (Robert Wade and Bill Miller) which had appeared in Cosmopolitan magazine. The New York Times described it as ""an intensely compact book... and an unusually rich one"" later saying it was one of the best films of the year.",Subset,"A Cry in the Night was made for Jaguar, Alan Ladd's production company, despite Ladd not appearing in the cast. It was based on the novel All Through the Night by ""Whit Masterson"" (Robert Wade and Bill Miller) which had appeared in Cosmopolitan magazine. The New York Times described it as ""an intensely compact book... and an unusually rich one"" later saying it was one of the best films of the year.",one,linguistic,342,344,book,312,315,magazine,245,252,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Cry_in_the_Night_(1956_film),0,0,1,4,8,27,90,-63,-4.70004272460937,-5.89739322662353,1.1973505020141602,"A Cry in the Night was made for Jaguar, Alan Ladd's production company, despite Ladd not appearing in the cast. It was based on the novel All Through the Night by ""Whit Masterson"" (Robert Wade and Bill Miller) which had appeared in Cosmopolitan magazine. The New York Times described it as ""an intensely compact book... and an unusually rich one"" later saying it was one of the best films of the year.",1.0,1.0,"A Cry in the Night was made for Jaguar, Alan Ladd's production company, despite Ladd not appearing in the cast. It was based on the novel All Through the Night by ""Whit Masterson"" (Robert Wade and Bill Miller) which had appeared in Cosmopolitan magazine. The New York Times described it as ""an intensely compact book... and an unusually rich one"" later saying it was one of the best films of the year.",one,book,FILM,0.0,0.0,The New York Times,0.0,0.0,film,0.0,0.0,gao,one_15,226,True,True,True,3.0,0,1,1,1.0,parallel
227,"In 1807, the LMS instructed Morrison to sail to Guangzhou (then known as ""Canton"") and continue studying until he had ""accomplished [his] great object of acquiring the language"", whereupon he would ""turn this attainment into a direction which may be of extensive use to the world: perhaps you may have the honour of forming a Chinese Dictionary, more comprehensive and correct than any preceding one"", as well as translating the Bible into Chinese.",non-parallelism,"In 1807, the LMS instructed Morrison to sail to Guangzhou (then known as ""Canton"") and continue studying until he had ""accomplished [his] great object of acquiring the language"", whereupon he would ""turn this attainment into a direction which may be of extensive use to the world: perhaps you may have the honour of forming a Chinese Dictionary, more comprehensive and correct than any preceding one"", as well as translating the Bible into Chinese.",one,linguistic,396,398,Chinese Dictionary,326,343,honour,306,311,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Dictionary_of_the_Chinese_Language,0,0,1,18,6,53,85,-32,-13.0530614852905,-7.03320407867431,-6.01985740661621,"In 1807, the LMS instructed Morrison to sail to Guangzhou (then known as ""Canton"") and continue studying until he had ""accomplished [his] great object of acquiring the language"", whereupon he would ""turn this attainment into a direction which may be of extensive use to the world: perhaps you may have the honour of forming a Chinese Dictionary, more comprehensive and correct than any preceding one"", as well as translating the Bible into Chinese.",1.0,1.0,"In 1807, the LMS instructed Morrison to sail to Guangzhou (then known as ""Canton"") and continue studying until he had ""accomplished [his] great object of acquiring the language"", whereupon he would ""turn this attainment into a direction which may be of extensive use to the world: perhaps you may have the honour of forming a Chinese Dictionary, more comprehensive and correct than any preceding one"", as well as translating the Bible into Chinese.",one,Chinese Dictionary,DICTIONARY,0.0,0.0,"Morrison
Explanation: The pronoun ""one"" is used to refer to Morrison, the person being",0.0,0.0,Dictionary,0.0,0.0,gao,one_9,227,True,,True,2.0,1,1,1,1.0,non-parallem
228,"Chilton's subsequent solo career on small labels drew an intense following among indie and alternative rock musicians. According to The New York Times, George-Warren's biography addresses questions about Chilton's ""wildly different incarnations as a cult figure"" whose life and career confounded even the people closest to him, resulting in ""a fascinating story, but also an exceptionally knotty one"".",Subset,"Chilton's subsequent solo career on small labels drew an intense following among indie and alternative rock musicians. According to The New York Times, George-Warren's biography addresses questions about Chilton's ""wildly different incarnations as a cult figure"" whose life and career confounded even the people closest to him, resulting in ""a fascinating story, but also an exceptionally knotty one"".",one,linguistic,396,398,story,356,360,people,305,310,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Man_Called_Destruction_(book),0,0,1,5,6,36,86,-50,-5.3766279220581,-5.33795261383056,-0.038675308227539,"Chilton's subsequent solo career on small labels drew an intense following among indie and alternative rock musicians. According to The New York Times, George-Warren's biography addresses questions about Chilton's ""wildly different incarnations as a cult figure"" whose life and career confounded even the people closest to him, resulting in ""a fascinating story, but also an exceptionally knotty one"".",1.0,1.0,"Chilton's subsequent solo career on small labels drew an intense following among indie and alternative rock musicians. According to The New York Times, George-Warren's biography addresses questions about Chilton's ""wildly different incarnations as a cult figure"" whose life and career confounded even the people closest to him, resulting in ""a fascinating story, but also an exceptionally knotty one"".",one,story,STORY,1.0,1.0,"The New York Times, George-Warren's biography, Chilton's life and career, the",0.0,0.0,story,1.0,1.0,gao,one_17,228,True,True,False,2.0,0,0,1,0.6666666666666666,parallel
229,"Writing in the Los Angeles Times, reviewer Michael Wilmington characterized the film as ""...not quite a great war movie but certainly a sensitive, bright and supremely moral one"" and added that ""At its best, it's a barely muted cry against war's stupidity and injustice. With a clear eye, the movie shows us midnight.""",Subset,"Writing in the Los Angeles Times, reviewer Michael Wilmington characterized the film as ""...not quite a great war movie but certainly a sensitive, bright and supremely moral one"" and added that ""At its best, it's a barely muted cry against war's stupidity and injustice. With a clear eye, the movie shows us midnight.""",one,linguistic,174,176,war movie,110,118,reviewer,29,34,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Midnight_Clear,0,0,1,9,8,56,140,-84,-10.419750213623,-7.03320407867431,-3.38654613494873,"Writing in the Los Angeles Times, reviewer Michael Wilmington characterized the film as ""...not quite a great war movie but certainly a sensitive, bright and supremely moral one"" and added that ""At its best, it's a barely muted cry against war's stupidity and injustice. With a clear eye, the movie shows us midnight.""",1.0,1.0,"Writing in the Los Angeles Times, reviewer Michael Wilmington characterized the film as ""...not quite a great war movie but certainly a sensitive, bright and supremely moral one"" and added that ""At its best, it's a barely muted cry against war's stupidity and injustice. With a clear eye, the movie shows us midnight.""",one,war movie,MOVIE,0.0,0.0,The movie,0.0,0.0,film,0.0,0.0,gao,one_11,229,True,True,True,3.0,0,1,1,1.0,parallel
230,"The Telegraph considered that the book's metafictional elements make it ""more than a compendium of enjoyably sick jokes"", and felt that the Wolf narrative ""succeeds as an excellent example of pulp fiction in its own right, with a plot of Chandleresque over-complication"". In The Guardian, Adam Roberts called it ""a shocking book as well as a rather brilliant one"", and ""a twisted masterpiece"", noting that the Shomer sections ""save the novel from becoming simply ludicrous by anchoring it in the reality of suffering"".",Modifier Coordination,"The Telegraph considered that the book's metafictional elements make it ""more than a compendium of enjoyably sick jokes"", and felt that the Wolf narrative ""succeeds as an excellent example of pulp fiction in its own right, with a plot of Chandleresque over-complication"". In The Guardian, Adam Roberts called it ""a shocking book as well as a rather brilliant one"", and ""a twisted masterpiece"", noting that the Shomer sections ""save the novel from becoming simply ludicrous by anchoring it in the reality of suffering"".",one,linguistic,359,361,book ,324,327,masterpiece,197,203,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Man_Lies_Dreaming,0,0,1,4,11,32,156,-124,-4.70004272460937,-7.03320407867431,2.3331613540649414,"The Telegraph considered that the book's metafictional elements make it ""more than a compendium of enjoyably sick jokes"", and felt that the Wolf narrative ""succeeds as an excellent example of pulp fiction in its own right, with a plot of Chandleresque over-complication"". In The Guardian, Adam Roberts called it ""a shocking book as well as a rather brilliant one"", and ""a twisted masterpiece"", noting that the Shomer sections ""save the novel from becoming simply ludicrous by anchoring it in the reality of suffering"".",1.0,1.0,"The Telegraph considered that the book's metafictional elements make it ""more than a compendium of enjoyably sick jokes"", and felt that the Wolf narrative ""succeeds as an excellent example of pulp fiction in its own right, with a plot of Chandleresque over-complication"". In The Guardian, Adam Roberts called it ""a shocking book as well as a rather brilliant one"", and ""a twisted masterpiece"", noting that the Shomer sections ""save the novel from becoming simply ludicrous by anchoring it in the reality of suffering"".",one,book,BOOK,1.0,1.0,Adam Roberts,0.0,0.0,book,1.0,1.0,gao,one_12,230,True,True,True,3.0,0,1,1,1.0,parallel
231,"In the DVD special features, actor Joshua Jackson explained the second season begins less than a day after the previous season's finale, ""so the characters have only just barely had a chance to catch their breath from all the madness in the first season, and launch right back into the second one"". Co-executive producer Jeff Pinkner considered beginning the second season directly after first season's final scene between Olivia and William Bell, but changed his mind because he thought it would be more interesting to show how Olivia's disappearance and reappearance affected the Fringe team, as well as the rest of the season.",Subset,"In the DVD special features, actor Joshua Jackson explained the second season begins less than a day after the previous season's finale, ""so the characters have only just barely had a chance to catch their breath from all the madness in the first season, and launch right back into the second one"". Co-executive producer Jeff Pinkner considered beginning the second season directly after first season's final scene between Olivia and William Bell, but changed his mind because he thought it would be more interesting to show how Olivia's disappearance and reappearance affected the Fringe team, as well as the rest of the season.",one,linguistic,293,295,season,247,252,madness,226,232,True,False,local,non-local,npsg,num,https://en.wikipedia.org/wiki/A_New_Day_in_the_Old_Town,0,0,1,6,7,41,61,-20,-5.5954737663269,-7.03320407867431,1.437730312347412,"In the DVD special features, actor Joshua Jackson explained the second season begins less than a day after the previous season's finale, ""so the characters have only just barely had a chance to catch their breath from all the madness in the first season, and launch right back into the second one"". Co-executive producer Jeff Pinkner considered beginning the second season directly after first season's final scene between Olivia and William Bell, but changed his mind because he thought it would be more interesting to show how Olivia's disappearance and reappearance affected the Fringe team, as well as the rest of the season.",1.0,1.0,"In the DVD special features, actor Joshua Jackson explained the second season begins less than a day after the previous season's finale, ""so the characters have only just barely had a chance to catch their breath from all the madness in the first season, and launch right back into the second one"". Co-executive producer Jeff Pinkner considered beginning the second season directly after first season's final scene between Olivia and William Bell, but changed his mind because he thought it would be more interesting to show how Olivia's disappearance and reappearance affected the Fringe team, as well as the rest of the season.",one,season,SEASON,1.0,1.0,The second season,0.0,1.0,season,1.0,1.0,gao,one_21,231,True,True,True,3.0,0,1,1,1.0,parallel
232,"In an interview with Vogue magazine in 1986, Carr described this novel as his ""best one"" and ""a novel written with passion"". The publishers paid an advance of £125. The novel is now published by The Quince Tree Press, which was established by Carr in 1966 to publish his illustrated maps and small books.",Subset,"In an interview with Vogue magazine in 1986, Carr described this novel as his ""best one"" and ""a novel written with passion"". The publishers paid an advance of £125. The novel is now published by The Quince Tree Press, which was established by Carr in 1966 to publish his illustrated maps and small books.",one,linguistic,84,86,novel,65,69,magazine,27,34,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Season_in_Sinji,0,0,1,5,8,15,50,-35,-5.5954737663269,-5.89739322662353,0.3019194602966308,"In an interview with Vogue magazine in 1986, Carr described this novel as his ""best one"" and ""a novel written with passion"". The publishers paid an advance of £125. The novel is now published by The Quince Tree Press, which was established by Carr in 1966 to publish his illustrated maps and small books.",1.0,1.0,"In an interview with Vogue magazine in 1986, Carr described this novel as his ""best one"" and ""a novel written with passion"". The publishers paid an advance of £125. The novel is now published by The Quince Tree Press, which was established by Carr in 1966 to publish his illustrated maps and small books.",one,novel,NOVEL,1.0,1.0,This novel,0.0,1.0,novel,1.0,1.0,gao,one_16,232,True,True,True,3.0,0,1,1,1.0,parallel
233,"Thomas's comments were echoed by Truth's Bernard Levin, who noted that the show had been ""hailed in many quarters as not only the funniest thing that has ever been seen on television, but as the first programmes to exploit the full resources of the newest medium in a manner which owes nothing to the methods of any older one"".",Modifier Coordination,"Thomas's comments were echoed by Truth's Bernard Levin, who noted that the show had been ""hailed in many quarters as not only the funniest thing that has ever been seen on television, but as the first programmes to exploit the full resources of the newest medium in a manner which owes nothing to the methods of any older one"".",one,linguistic,322,324,medium,256,261,methods,301,307,True,False,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/A_Show_Called_Fred,0,0,1,6,7,61,15,46,-5.8350076675415,-7.03320407867431,1.1981964111328125,"Thomas's comments were echoed by Truth's Bernard Levin, who noted that the show had been ""hailed in many quarters as not only the funniest thing that has ever been seen on television, but as the first programmes to exploit the full resources of the newest medium in a manner which owes nothing to the methods of any older one"".",0.6666666666666666,1.0,"Thomas's comments were echoed by Truth's Bernard Levin, who noted that the show had been ""hailed in many quarters as not only the funniest thing that has ever been seen on television, but as the first programmes to exploit the full resources of the newest medium in a manner which owes nothing to the methods of any older one"".",one,medium,MEDIUM,1.0,1.0,"older one
Explanation: The pronoun ""one"" refers to ""the methods of any older one",0.0,0.0,medium,1.0,1.0,gao,one_8,233,False,True,False,1.0,0,0,0,0.3333333333333333,parallel
234,"Rise sold over 10,000 copies in its first week of release, leaving Jagmin to comment that the album had ""caught on faster than the other ones"". In March–April 2014 they were a supporting act on the Memphis May Fire ""The Unconditional Tour"". They also announced that they would once again be performing on Warped Tour for the 2014 season.",Contrasting,"Rise sold over 10,000 copies in its first week of release, leaving Jagmin to comment that the album had ""caught on faster than the other ones"". In March–April 2014 they were a supporting act on the Memphis May Fire ""The Unconditional Tour"". They also announced that they would once again be performing on Warped Tour for the 2014 season.",ones,linguistic,137,139,album ,94,98,release,50,56,True,False,local,non-local,npsg,adj,https://en.wikipedia.org/wiki/A_Skylit_Drive,1,0,1,5,7,39,81,-42,-5.63031005859375,-6.05788612365722,0.4275760650634765,"Rise sold over 10,000 copies in its first week of release, leaving Jagmin to comment that the album had ""caught on faster than the other ones"". In March–April 2014 they were a supporting act on the Memphis May Fire ""The Unconditional Tour"". They also announced that they would once again be performing on Warped Tour for the 2014 season.",1.0,1.0,"Rise sold over 10,000 copies in its first week of release, leaving Jagmin to comment that the album had ""caught on faster than the other ones"". In March–April 2014 they were a supporting act on the Memphis May Fire ""The Unconditional Tour"". They also announced that they would once again be performing on Warped Tour for the 2014 season.",ones,album,ALBUMS,0.0,1.0,The albums,0.0,1.0,other albums,0.0,1.0,gao,one_10,234,True,True,True,3.0,0,1,1,1.0,parallel
235,"As Clandfield says, her ""integration into long narratives whose full complexity probably cannot be conveyed in an essay such as this one"" prevents her from being a merely noir—or merely Black—protagonist. In Snowball she finally confronts her parents' assimilationist hopes for her and finds her own way of reconciling herself with them.",Subset,"As Clandfield says, her ""integration into long narratives whose full complexity probably cannot be conveyed in an essay such as this one"" prevents her from being a merely noir—or merely Black—protagonist. In Snowball she finally confronts her parents' assimilationist hopes for her and finds her own way of reconciling herself with them.",one,linguistic,133,135,essay,114,118,complexity,69,78,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/A_Snowball_in_Hell,0,0,1,5,10,15,55,-40,-7.03320407867431,-7.03320407867431,0.0,"As Clandfield says, her ""integration into long narratives whose full complexity probably cannot be conveyed in an essay such as this one"" prevents her from being a merely noir—or merely Black—protagonist. In Snowball she finally confronts her parents' assimilationist hopes for her and finds her own way of reconciling herself with them.",1.0,1.0,"As Clandfield says, her ""integration into long narratives whose full complexity probably cannot be conveyed in an essay such as this one"" prevents her from being a merely noir—or merely Black—protagonist. In Snowball she finally confronts her parents' assimilationist hopes for her and finds her own way of reconciling herself with them.",one,essay,ESSAY,1.0,1.0,"essay
Explanation: The pronoun ""one"" refers to the essay, which is the noun phrase",0.0,1.0,essay,1.0,1.0,gao,one_9,235,True,,True,2.0,1,1,1,1.0,parallel
236,"Writing for the Los Angeles Times, Kevin Thomas said that ""Oliveira establishes a sense of timelessness only to catch his audience up short with a film that ultimately could scarcely be a more timely comment on the world in which we live"". And in a review for Variety, Deborah Young said that the film was ""A film destined to divide Manoel de Oliveira's fans but also to win him new ones"". According to Manohla Dargis of The New York Times, ""The Portuguese director Manoel de Oliveira again shows himself to be a master of the medium with this sharply cut gem of a film about a mother and daughter sailing the Mediterranean"".",Subset,"Writing for the Los Angeles Times, Kevin Thomas said that ""Oliveira establishes a sense of timelessness only to catch his audience up short with a film that ultimately could scarcely be a more timely comment on the world in which we live"". And in a review for Variety, Deborah Young said that the film was ""A film destined to divide Manoel de Oliveira's fans but also to win him new ones"". According to Manohla Dargis of The New York Times, ""The Portuguese director Manoel de Oliveira again shows himself to be a master of the medium with this sharply cut gem of a film about a mother and daughter sailing the Mediterranean"".",ones,linguistic,383,385,fans ,354,357,film ,309,312,True,False,local,non-local,nppl,adj,https://en.wikipedia.org/wiki/A_Talking_Picture,1,1,1,4,4,26,71,-45,-7.03320407867431,-4.8543848991394,-2.17881917953491,"Writing for the Los Angeles Times, Kevin Thomas said that ""Oliveira establishes a sense of timelessness only to catch his audience up short with a film that ultimately could scarcely be a more timely comment on the world in which we live"". And in a review for Variety, Deborah Young said that the film was ""A film destined to divide Manoel de Oliveira's fans but also to win him new ones"". According to Manohla Dargis of The New York Times, ""The Portuguese director Manoel de Oliveira again shows himself to be a master of the medium with this sharply cut gem of a film about a mother and daughter sailing the Mediterranean"".",1.0,1.0,"Writing for the Los Angeles Times, Kevin Thomas said that ""Oliveira establishes a sense of timelessness only to catch his audience up short with a film that ultimately could scarcely be a more timely comment on the world in which we live"". And in a review for Variety, Deborah Young said that the film was ""A film destined to divide Manoel de Oliveira's fans but also to win him new ones"". According to Manohla Dargis of The New York Times, ""The Portuguese director Manoel de Oliveira again shows himself to be a master of the medium with this sharply cut gem of a film about a mother and daughter sailing the Mediterranean"".",ones,fans,FANS,1.0,1.0,"Manoel de Oliveira's fans, Manoel de Oliveira's fans, Manoel de",0.0,0.0,fans,1.0,1.0,gao,one_10,236,True,True,True,3.0,0,1,1,1.0,parallel
237,"Glenda Jackson revealed that she was approached by the director Melvin Frank after appearing on the comedy sketch and variety program The Morecambe & Wise Show on the BBC in the United Kingdom in 1971, in the ""Antony and Cleopatra"" sketch. After her role in this film won her an Oscar, Eric Morecambe sent her a telegram reading, ""Stick with us and we will get you another one"".",non-parallelism,"Glenda Jackson revealed that she was approached by the director Melvin Frank after appearing on the comedy sketch and variety program The Morecambe & Wise Show on the BBC in the United Kingdom in 1971, in the ""Antony and Cleopatra"" sketch. After her role in this film won her an Oscar, Eric Morecambe sent her a telegram reading, ""Stick with us and we will get you another one"".",one,discourse,373,375,Oscar,279,283,telegram,312,319,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/A_Touch_of_Class_(film),0,0,0,5,8,90,54,36,-7.03320407867431,-7.03320407867431,0.0,"Glenda Jackson revealed that she was approached by the director Melvin Frank after appearing on the comedy sketch and variety program The Morecambe & Wise Show on the BBC in the United Kingdom in 1971, in the ""Antony and Cleopatra"" sketch. After her role in this film won her an Oscar, Eric Morecambe sent her a telegram reading, ""Stick with us and we will get you another one"".",1.0,1.0,"Glenda Jackson revealed that she was approached by the director Melvin Frank after appearing on the comedy sketch and variety program The Morecambe & Wise Show on the BBC in the United Kingdom in 1971, in the ""Antony and Cleopatra"" sketch. After her role in this film won her an Oscar, Eric Morecambe sent her a telegram reading, ""Stick with us and we will get you another one"".",one,Oscar,OSCAR,1.0,1.0,Eric Morecambe,0.0,0.0,Oscar,1.0,1.0,gao,one_6,237,True,True,True,3.0,0,1,1,1.0,non-parallem
238,"Thiagarajan Kumararaja said that his inspiration behind making a gangster film was revealed to be The Godfather as well as the thought of ""how someone becomes a gangster and continues to be one"", clarifying that Aaranya Kaandamwas not a biography or history of a gangster but ""a page out of the life of a gangster"". The film's poster was inspired by a panel in Akira, a widely popular Japanese post-apocalyptic cyber-punk manga series.",Clausal or VP Coordination,"Thiagarajan Kumararaja said that his inspiration behind making a gangster film was revealed to be The Godfather as well as the thought of ""how someone becomes a gangster and continues to be one"", clarifying that Aaranya Kaandamwas not a biography or history of a gangster but ""a page out of the life of a gangster"". The film's poster was inspired by a panel in Akira, a widely popular Japanese post-apocalyptic cyber-punk manga series.",one,linguistic,190,192,inspiration,235,245,a gangster,159,168,False,True,non-local,local,npsg,verb,https://en.wikipedia.org/wiki/Aaranya_Kaandam,0,0,1,11,10,-55,22,77,-7.03320407867431,-10.9027118682861,-3.86950778961181,"Thiagarajan Kumararaja said that his inspiration behind making a gangster film was revealed to be The Godfather as well as the thought of ""how someone becomes a gangster and continues to be one"", clarifying that Aaranya Kaandamwas not a biography or history of a gangster but ""a page out of the life of a gangster"". The film's poster was inspired by a panel in Akira, a widely popular Japanese post-apocalyptic cyber-punk manga series.",1.0,1.0,"Thiagarajan Kumararaja said that his inspiration behind making a gangster film was revealed to be The Godfather as well as the thought of ""how someone becomes a gangster and continues to be one"", clarifying that Aaranya Kaandamwas not a biography or history of a gangster but ""a page out of the life of a gangster"". The film's poster was inspired by a panel in Akira, a widely popular Japanese post-apocalyptic cyber-punk manga series.",one,a gangster,GANGSTER,0.0,1.0,A gangster,1.0,1.0,gangster,0.0,1.0,gao,one_22,238,True,True,True,3.0,0,1,1,1.0,parallel
239,"Rediff gave 3 out of 5 stars and noted that Lakshmy Ramakrishnan ""may have made her film more like a fictionalised documentary, and stumbled at a few places, but by and large, the message she delivers is a valid one"". Haricharan Pudipeddi from nowrunning.com cited: ""If you miss Aarohanam, then you may have missed most likely the best Tamil film of the year"".",Subset,"Rediff gave 3 out of 5 stars and noted that Lakshmy Ramakrishnan ""may have made her film more like a fictionalised documentary, and stumbled at a few places, but by and large, the message she delivers is a valid one"". Haricharan Pudipeddi from nowrunning.com cited: ""If you miss Aarohanam, then you may have missed most likely the best Tamil film of the year"".",one,linguistic,212,214,places,150,155,message,180,186,False,True,non-local,local,npsg,adj,https://en.wikipedia.org/wiki/Aarohanam_(2012_film),0,0,1,6,7,57,26,-31,-7.03320407867431,-7.03320407867431,0.0,"Rediff gave 3 out of 5 stars and noted that Lakshmy Ramakrishnan ""may have made her film more like a fictionalised documentary, and stumbled at a few places, but by and large, the message she delivers is a valid one"". Haricharan Pudipeddi from nowrunning.com cited: ""If you miss Aarohanam, then you may have missed most likely the best Tamil film of the year"".",1.0,1.0,"Rediff gave 3 out of 5 stars and noted that Lakshmy Ramakrishnan ""may have made her film more like a fictionalised documentary, and stumbled at a few places, but by and large, the message she delivers is a valid one"". Haricharan Pudipeddi from nowrunning.com cited: ""If you miss Aarohanam, then you may have missed most likely the best Tamil film of the year"".",one,message,MESSAGE,1.0,1.0,"Lakshmy Ramakrishnan
The pronoun ""one"" refers to Lakshmy Ram",0.0,0.0,message,1.0,1.0,gao,one_11,239,True,True,True,3.0,0,1,1,1.0,parallel
240,"However, some variations allow different universes to interact. This concept is most often used in science-fiction, but some physicists such as David Deutsch have suggested that a time traveler should end up in a different history than the one he started from.",Contrasting,"However, some variations allow different universes to interact. This concept is most often used in science-fiction, but some physicists such as David Deutsch have suggested that a time traveler should end up in a different history than the one he started from.",one,linguistic,240,242,traveler,185,192,history,223,229,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Time_travel,0,0,1,8,7,48,11,-37,-7.03320407867431,-5.5954737663269,1.437730312347412,"However, some variations allow different universes to interact. This concept is most often used in science-fiction, but some physicists such as David Deutsch have suggested that a time traveler should end up in a different history than the one he started from.",1.0,1.0,"However, some variations allow different universes to interact. This concept is most often used in science-fiction, but some physicists such as David Deutsch have suggested that a time traveler should end up in a different history than the one he started from.",one,history,HISTORY,1.0,1.0,history,1.0,1.0,history,1.0,1.0,gao,one_6,240,True,True,True,3.0,0,1,1,1.0,parallel
