text_id,text_corpus_ann,Unnamed: 2,text_corpus,licensor,licensor-start character offset,licensor-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,antecedent number,licensor-category,URL,ft_is_any,ft_is_nppl,wlen_A,wlen_B,dist_A_ao,dist_B_ao,ft_TAvsCF_dist,A_unigram,B_unigram,ft_uni_TACFlogdiff,human_text,human_acc,correct_human,text,target,expected_answer,gpt_answer,correct_GPT,recheck_GPT,llama_answer,correct_LLaMA,recheck_LLaMA,Gemma_LoRA_answer,correct_Gemma,recheck_Gemma,dataset,version,Item,rater_1,rater_2,rater_3,all_humans,null_count,acc_binary_all3,acc_binary_2,acc_human,is_parallem
239,"According to the Abbe Pierre Foundation for Disadvantaged Housing, of 319 housing units the commune should have built between 2002 and 2006 it has neither built nor funded any, something that Allaudiens were far from disapproving having re-elected the Povinelli list of candidates by 81.15% in the local elections in 2008.",Clausal or VP Coordination,"According to the Abbe Pierre Foundation for Disadvantaged Housing, of 319 housing units the commune should have built between 2002 and 2006 it has neither built nor funded any, something that Allaudiens were far from disapproving having re-elected the Povinelli list of candidates by 81.15% in the local elections in 2008.",any,172,174,commune,92,98,housing units,74,86,False,True,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Allauch,1,1,7,13,74,86,12,-7.03320407867431,-14.0664081573486,-7.03320407867431,"According to the Abbe Pierre Foundation for Disadvantaged Housing, of 319 housing units the commune should have built between 2002 and 2006 it has neither built nor funded any, something that Allaudiens were far from disapproving having re-elected the Povinelli list of candidates by 81.15% in the local elections in 2008.",1.0,1.0,"According to the Abbe Pierre Foundation for Disadvantaged Housing, of 319 housing units the commune should have built between 2002 and 2006 it has neither built nor funded any, something that Allaudiens were far from disapproving having re-elected the Povinelli list of candidates by 81.15% in the local elections in 2008.",any,housing units,HOUSING UNITS,1.0,1.0,the commune,0.0,0.0,housing units,1.0,1.0,gnpe,NPE_11,239,True,,True,2.0,1,1,1,1.0,parallel
240,"Wandering aimlessly, he becomes friends with two drifters named Robinson and Delamarche. They promise to find him a job, but they sell his suit without permission, eat his food in front of him without offering him any, and ransack his belongings. Finally, Karl departs from them on bad terms after he's offered a job by a manager at Hotel Occidental.",Contrasting,"Wandering aimlessly, he becomes friends with two drifters named Robinson and Delamarche. They promise to find him a job, but they sell his suit without permission, eat his food in front of him without offering him any, and ransack his belongings. Finally, Karl departs from them on bad terms after he's offered a job by a manager at Hotel Occidental.",any,214,216,permission,152,161,food,172,175,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Amerika_(novel),1,0,10,4,53,39,-14,-7.03320407867431,-5.33795261383056,1.69525146484375,"Wandering aimlessly, he becomes friends with two drifters named Robinson and Delamarche. They promise to find him a job, but they sell his suit without permission, eat his food in front of him without offering him any, and ransack his belongings. Finally, Karl departs from them on bad terms after he's offered a job by a manager at Hotel Occidental.",1.0,1.0,"Wandering aimlessly, he becomes friends with two drifters named Robinson and Delamarche. They promise to find him a job, but they sell his suit without permission, eat his food in front of him without offering him any, and ransack his belongings. Finally, Karl departs from them on bad terms after he's offered a job by a manager at Hotel Occidental.",any,food,FOOD,1.0,1.0,him,0.0,0.0,food,1.0,1.0,gnpe,NPE_15,240,True,True,True,3.0,0,1,1,1.0,parallel
241,"Throughout Poland, special ""National Amnesty Committees"" were formed, attached to the local stations of the Polish political police, UB. Each person who gave himself up as part of the amnesty had to give up his weapons, if he had any, fill out a detailed form in which he revealed the underground resistance group he was a member of, as well as his conspiratorial code name and other information.",Clausal or VP Coordination,"Throughout Poland, special ""National Amnesty Committees"" were formed, attached to the local stations of the Polish political police, UB. Each person who gave himself up as part of the amnesty had to give up his weapons, if he had any, fill out a detailed form in which he revealed the underground resistance group he was a member of, as well as his conspiratorial code name and other information.",any,230,232,amnesty,184,190,weapons,211,217,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/Amnesty_of_1947,1,1,7,7,40,13,-27,-7.03320407867431,-7.03320407867431,0.0,"Throughout Poland, special ""National Amnesty Committees"" were formed, attached to the local stations of the Polish political police, UB. Each person who gave himself up as part of the amnesty had to give up his weapons, if he had any, fill out a detailed form in which he revealed the underground resistance group he was a member of, as well as his conspiratorial code name and other information.",0.6666666666666666,1.0,"Throughout Poland, special ""National Amnesty Committees"" were formed, attached to the local stations of the Polish political police, UB. Each person who gave himself up as part of the amnesty had to give up his weapons, if he had any, fill out a detailed form in which he revealed the underground resistance group he was a member of, as well as his conspiratorial code name and other information.",any,weapons,WEAPONS,1.0,1.0,"weapons
Answer",0.0,1.0,weapons,1.0,1.0,gnpe,NPE_20,241,True,True,True,3.0,0,1,1,1.0,parallel
242,"This set him up as a competitor of Petrucci, who had similar privileges in the Republic of Venice(the right to print organ tablature in the papal states was originally Petrucci's, but since he had not printed any, the pope transferred it to Antico). A ten-year copyright was added to the printing privilege, although many reprints from Antico's plates and blocks, some from before the expiration of the copyright, were not always attributed to him.",Clausal or VP Coordination,"This set him up as a competitor of Petrucci, who had similar privileges in the Republic of Venice(the right to print organ tablature in the papal states was originally Petrucci's, but since he had not printed any, the pope transferred it to Antico). A ten-year copyright was added to the printing privilege, although many reprints from Antico's plates and blocks, some from before the expiration of the copyright, were not always attributed to him.",any,209,211,papal states,140,151,organ tablature ,117,131,False,True,local,non-local,npsg,det,https://en.wikipedia.org/wiki/Andrea_Antico,1,0,12,15,58,78,20,-14.0664081573486,-12.4815731048583,1.5848350524902344,"This set him up as a competitor of Petrucci, who had similar privileges in the Republic of Venice(the right to print organ tablature in the papal states was originally Petrucci's, but since he had not printed any, the pope transferred it to Antico). A ten-year copyright was added to the printing privilege, although many reprints from Antico's plates and blocks, some from before the expiration of the copyright, were not always attributed to him.",1.0,1.0,"This set him up as a competitor of Petrucci, who had similar privileges in the Republic of Venice(the right to print organ tablature in the papal states was originally Petrucci's, but since he had not printed any, the pope transferred it to Antico). A ten-year copyright was added to the printing privilege, although many reprints from Antico's plates and blocks, some from before the expiration of the copyright, were not always attributed to him.",any,organ tablature,PETRUCCI,0.0,0.0,Antico,0.0,0.0,Petrucci,0.0,0.0,gnpe,NPE_8,242,True,True,True,3.0,0,1,1,1.0,parallel
243,"Martinez showed signs of schizophrenia and was prescribed medication, but with little improvement. ""It was an endless cycle of trying to get answers but never getting any,"" said his mother. ""It was endless, endless, endless."" On January 10, 2006, Martinez was arrested after a fight at a halfway house and charged with two counts of battery and one count of assault with a deadly weapon.",Contrasting,"Martinez showed signs of schizophrenia and was prescribed medication, but with little improvement. ""It was an endless cycle of trying to get answers but never getting any,"" said his mother. ""It was endless, endless, endless."" On January 10, 2006, Martinez was arrested after a fight at a halfway house and charged with two counts of battery and one count of assault with a deadly weapon.",any,167,169,cycle ,118,122,answers ,141,147,False,True,non-local,local,nppl,det,https://en.wikipedia.org/wiki/Andrew_Martinez,1,1,5,7,45,20,-25,-5.10675811767578,-7.03320407867431,-1.92644596099853,"Martinez showed signs of schizophrenia and was prescribed medication, but with little improvement. ""It was an endless cycle of trying to get answers but never getting any,"" said his mother. ""It was endless, endless, endless."" On January 10, 2006, Martinez was arrested after a fight at a halfway house and charged with two counts of battery and one count of assault with a deadly weapon.",0.75,1.0,"Martinez showed signs of schizophrenia and was prescribed medication, but with little improvement. ""It was an endless cycle of trying to get answers but never getting any,"" said his mother. ""It was endless, endless, endless."" On January 10, 2006, Martinez was arrested after a fight at a halfway house and charged with two counts of battery and one count of assault with a deadly weapon.",any,answers,ANSWERS,1.0,1.0,his mother,0.0,0.0,answers,1.0,1.0,gnpe,NPE_7,243,True,True,True,3.0,0,1,1,1.0,parallel
244,"Two people were killed and the damage to property were three houses destroyed with a further 20 houses severely damaged. On 11 July 1944 the third V1 Rocket strike to hit Anerley landed on Anerley Road at the Junction with Crystal Palace railway station. People had heard the rocket cut out and ran for cover, with many failing to find any, resulting in 11 deaths. The shops on Station Road were totally destroyed, and on Anerley Road 18 shops were demolished, eight shops and seven houses severely damaged and 84 houses suffered minor damage.",Contrasting,"Two people were killed and the damage to property were three houses destroyed with a further 20 houses severely damaged. On 11 July 1944 the third V1 Rocket strike to hit Anerley landed on Anerley Road at the Junction with Crystal Palace railway station. People had heard the rocket cut out and ran for cover, with many failing to find any, resulting in 11 deaths. The shops on Station Road were totally destroyed, and on Anerley Road 18 shops were demolished, eight shops and seven houses severely damaged and 84 houses suffered minor damage.",any,336,338,rocket,276,281,cover,303,307,False,True,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Anerley,1,0,6,5,55,29,-26,-5.68843936920166,-5.35685968399047,0.3315796852111816,"Two people were killed and the damage to property were three houses destroyed with a further 20 houses severely damaged. On 11 July 1944 the third V1 Rocket strike to hit Anerley landed on Anerley Road at the Junction with Crystal Palace railway station. People had heard the rocket cut out and ran for cover, with many failing to find any, resulting in 11 deaths. The shops on Station Road were totally destroyed, and on Anerley Road 18 shops were demolished, eight shops and seven houses severely damaged and 84 houses suffered minor damage.",1.0,1.0,"Two people were killed and the damage to property were three houses destroyed with a further 20 houses severely damaged. On 11 July 1944 the third V1 Rocket strike to hit Anerley landed on Anerley Road at the Junction with Crystal Palace railway station. People had heard the rocket cut out and ran for cover, with many failing to find any, resulting in 11 deaths. The shops on Station Road were totally destroyed, and on Anerley Road 18 shops were demolished, eight shops and seven houses severely damaged and 84 houses suffered minor damage.",any,cover,COVER,1.0,1.0,"shops
Answer",0.0,0.0,cover,1.0,1.0,gnpe,NPE_4,244,True,True,True,3.0,0,1,1,1.0,parallel
245,"According to Hakannson: ""These 'songs' originally started off as being one slow number moving into a faster one. They were originally called 'Georges Slow' and 'Georges Fast'. The vocal parts, if there were any, was mainly me 'howling' the occasional melody”. Among the patrons that spectated at the band's performances was record producer M.A Numminen, who had hoped to record an album with Baby Grandmothers immediately after discovering them; yet, the project would not commence until a year later.",Clausal or VP Coordination,"According to Hakannson: ""These 'songs' originally started off as being one slow number moving into a faster one. They were originally called 'Georges Slow' and 'Georges Fast'. The vocal parts, if there were any, was mainly me 'howling' the occasional melody”. Among the patrons that spectated at the band's performances was record producer M.A Numminen, who had hoped to record an album with Baby Grandmothers immediately after discovering them; yet, the project would not commence until a year later.",any,207,209,vocal parts,180,190,number,80,85,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Baby_Grandmothers,1,1,11,6,17,122,-105,-14.0664081573486,-5.70968389511108,-8.35672426223754,"According to Hakannson: ""These 'songs' originally started off as being one slow number moving into a faster one. They were originally called 'Georges Slow' and 'Georges Fast'. The vocal parts, if there were any, was mainly me 'howling' the occasional melody”. Among the patrons that spectated at the band's performances was record producer M.A Numminen, who had hoped to record an album with Baby Grandmothers immediately after discovering them; yet, the project would not commence until a year later.",1.0,1.0,"According to Hakannson: ""These 'songs' originally started off as being one slow number moving into a faster one. They were originally called 'Georges Slow' and 'Georges Fast'. The vocal parts, if there were any, was mainly me 'howling' the occasional melody”. Among the patrons that spectated at the band's performances was record producer M.A Numminen, who had hoped to record an album with Baby Grandmothers immediately after discovering them; yet, the project would not commence until a year later.",any,vocal parts,VOCAL PARTS,1.0,1.0,the vocal parts,0.0,1.0,vocal parts,1.0,1.0,gnpe,NPE_6,245,True,True,True,3.0,0,1,1,1.0,parallel
246,"When successful, the common symptoms of bacterial blight will be seen, with the main effect on the plant being a reduction in photosynthetic leaf area. Generally, the amount of photosynthetic area lost is not enough to impede plant growth. As the plant continues to grow it overcomes the loss of photosynthetic area and reduction in yield, if there is any, is negligible.",Clausal or VP Coordination,"When successful, the common symptoms of bacterial blight will be seen, with the main effect on the plant being a reduction in photosynthetic leaf area. Generally, the amount of photosynthetic area lost is not enough to impede plant growth. As the plant continues to grow it overcomes the loss of photosynthetic area and reduction in yield, if there is any, is negligible.",any,352,354,reduction in yield,320,337,photosynthetic area,296,314,True,False,local,non-local,npsg,det,https://en.wikipedia.org/wiki/Bacterial_blight_of_soybean,1,0,18,19,15,38,-23,-18.0457649230957,-12.3998355865478,-5.64592933654785,"When successful, the common symptoms of bacterial blight will be seen, with the main effect on the plant being a reduction in photosynthetic leaf area. Generally, the amount of photosynthetic area lost is not enough to impede plant growth. As the plant continues to grow it overcomes the loss of photosynthetic area and reduction in yield, if there is any, is negligible.",0.8333333333333334,1.0,"When successful, the common symptoms of bacterial blight will be seen, with the main effect on the plant being a reduction in photosynthetic leaf area. Generally, the amount of photosynthetic area lost is not enough to impede plant growth. As the plant continues to grow it overcomes the loss of photosynthetic area and reduction in yield, if there is any, is negligible.",any,reduction in yield,REDUCTION IN YIELD,1.0,1.0,the plant,0.0,0.0,reduction in yield,1.0,1.0,gnpe,NPE_4,246,True,True,True,3.0,0,1,1,1.0,parallel
247,"Early in the morning, traditionally before dawn, the father or another male of the household goes into the forest to chop a piece of log, usually from an oak tree if it could be found, but, if the region does not have any, than beech, olive, or maple can be used. When the perfect tree is found, the father would invoke God by reciting the Lord's Prayer several times and making the Sign of the Cross and would then cut it.",non-parallelism,"Early in the morning, traditionally before dawn, the father or another male of the household goes into the forest to chop a piece of log, usually from an oak tree if it could be found, but, if the region does not have any, than beech, olive, or maple can be used. When the perfect tree is found, the father would invoke God by reciting the Lord's Prayer several times and making the Sign of the Cross and would then cut it.",any,218,221,oak tree,154,161,region,197,202,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Badnjak_(Croatian),1,0,8,6,57,16,41,-11.7641315460205,-5.49174499511718,-6.27238655090332,"Early in the morning, traditionally before dawn, the father or another male of the household goes into the forest to chop a piece of log, usually from an oak tree if it could be found, but, if the region does not have any, than beech, olive, or maple can be used. When the perfect tree is found, the father would invoke God by reciting the Lord's Prayer several times and making the Sign of the Cross and would then cut it.",1.0,1.0,"Early in the morning, traditionally before dawn, the father or another male of the household goes into the forest to chop a piece of log, usually from an oak tree if it could be found, but, if the region does not have any, than beech, olive, or maple can be used. When the perfect tree is found, the father would invoke God by reciting the Lord's Prayer several times and making the Sign of the Cross and would then cut it.",any,oak tree,THE REGION,0.0,0.0,God,0.0,0.0,region,0.0,0.0,gnpe,NPE_21,247,True,True,True,3.0,0,1,1,1.0,non-parallem
248,"Wonnacott might show them a borrowed collection of antiques brought along for the show that he believes would interest the celebrity (this may be related to the occupation of the celebrity), and in turn the celebrity shows Wonnacott an antique or collectable belonging to themselves. There is no suggestion of what to do with any profit if the teams make any, but most decide to give it to charity. Series 2 began on 30 March 2009 and ended on 3 April 2009.",Clausal or VP Coordination,"Wonnacott might show them a borrowed collection of antiques brought along for the show that he believes would interest the celebrity (this may be related to the occupation of the celebrity), and in turn the celebrity shows Wonnacott an antique or collectable belonging to themselves. There is no suggestion of what to do with any profit if the teams make any, but most decide to give it to charity. Series 2 began on 30 March 2009 and ended on 3 April 2009.",any,355,357,profit ,330,335,teams,344,348,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Bargain_Hunt,1,0,6,5,20,7,13,-5.9323034286499,-7.03320407867431,1.100900650024414,"Wonnacott might show them a borrowed collection of antiques brought along for the show that he believes would interest the celebrity (this may be related to the occupation of the celebrity), and in turn the celebrity shows Wonnacott an antique or collectable belonging to themselves. There is no suggestion of what to do with any profit if the teams make any, but most decide to give it to charity. Series 2 began on 30 March 2009 and ended on 3 April 2009.",1.0,1.0,"Wonnacott might show them a borrowed collection of antiques brought along for the show that he believes would interest the celebrity (this may be related to the occupation of the celebrity), and in turn the celebrity shows Wonnacott an antique or collectable belonging to themselves. There is no suggestion of what to do with any profit if the teams make any, but most decide to give it to charity. Series 2 began on 30 March 2009 and ended on 3 April 2009.",any,profit,PROFIT,1.0,1.0,Wonnacott,0.0,0.0,profit,1.0,1.0,gnpe,NPE_3,248,True,True,True,3.0,0,1,1,1.0,parallel
249,"So the Basque team only played club sides, playing four matches, winning one and losing two. Next they travelled to Argentina, arriving on 25 February 1938. They stayed there for three months but officially played no matches due to their problems with FIFA. As they had run out of money and had no way of raising any, many of the big Argentine sides raised money for them.",Subset,"So the Basque team only played club sides, playing four matches, winning one and losing two. Next they travelled to Argentina, arriving on 25 February 1938. They stayed there for three months but officially played no matches due to their problems with FIFA. As they had run out of money and had no way of raising any, many of the big Argentine sides raised money for them.",any,313,316,money ,281,285,way ,298,300,True,False,non-local,local,npsg,det,https://en.wikipedia.org/wiki/Basque_Country_national_football_team,1,0,5,3,28,13,15,-7.03320407867431,-4.22284603118896,-2.81035804748535,"So the Basque team only played club sides, playing four matches, winning one and losing two. Next they travelled to Argentina, arriving on 25 February 1938. They stayed there for three months but officially played no matches due to their problems with FIFA. As they had run out of money and had no way of raising any, many of the big Argentine sides raised money for them.",1.0,1.0,"So the Basque team only played club sides, playing four matches, winning one and losing two. Next they travelled to Argentina, arriving on 25 February 1938. They stayed there for three months but officially played no matches due to their problems with FIFA. As they had run out of money and had no way of raising any, many of the big Argentine sides raised money for them.",any,money,MONEY,1.0,1.0,Argentine sides,0.0,0.0,money,1.0,1.0,gnpe,NPE_18_6participants,249,True,True,True,3.0,0,1,1,1.0,parallel
250,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",Clausal or VP Coordination,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",any,317,319,siege guns,276,285,entrenched camp,154,168,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Battle_of_Blenheim,1,1,10,15,32,149,-117,-14.0664081573486,-11.9030513763427,-2.16335678100585,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",1.0,1.0,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",any,siege guns,SIEGE GUNS,1.0,1.0,Margrave Louis William,0.0,0.0,siege guns,1.0,1.0,gnpe,NPE_17,250,True,True,True,3.0,0,1,1,1.0,parallel
251,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",Clausal or VP Coordination,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",any,393,395,siege guns,276,285,entrenched camp,154,168,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Battle_of_Blenheim,1,1,10,15,108,225,-117,-14.0664081573486,-11.9030513763427,-2.16335678100585,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",1.0,1.0,"In response to Marlborough's manoeuvres, Maximilian and Marsin, conscious of their numerical disadvantage with only 40,000 men, moved their forces to the entrenched camp at Dillingen on the north bank of the Danube. Marlborough could not attack Dillingen because of a lack of siege guns – he had been unable to bring any from the Low Countries, and Margrave Louis William had failed to supply any, despite prior assurances that he would.",any,siege guns,SIEGE GUNS,1.0,1.0,Margrave Louis William,0.0,0.0,siege guns,1.0,1.0,gnpe,NPE_23,251,True,True,True,3.0,0,1,1,1.0,parallel
252,"Pock Face proposed tests to determine who was the genuine wife. First they walked on eggs; Beauty did not break any, and Pock Face broke them all, but she would not admit it. Then they climbed a ladder of knives; Beauty did not cut her feet, and Pock Face did, but she would not admit it. Finally, they jumped into boiling oil; Beauty emerged alive, but Pock Face died.",Clausal or VP Coordination,"Pock Face proposed tests to determine who was the genuine wife. First they walked on eggs; Beauty did not break any, and Pock Face broke them all, but she would not admit it. Then they climbed a ladder of knives; Beauty did not cut her feet, and Pock Face did, but she would not admit it. Finally, they jumped into boiling oil; Beauty emerged alive, but Pock Face died.",any,112,114,eggs,85,88,wife,58,61,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Beauty_and_Pock_Face,1,1,4,4,24,51,-27,-7.03320407867431,-5.57905054092407,-1.45415353775024,"Pock Face proposed tests to determine who was the genuine wife. First they walked on eggs; Beauty did not break any, and Pock Face broke them all, but she would not admit it. Then they climbed a ladder of knives; Beauty did not cut her feet, and Pock Face did, but she would not admit it. Finally, they jumped into boiling oil; Beauty emerged alive, but Pock Face died.",1.0,1.0,"Pock Face proposed tests to determine who was the genuine wife. First they walked on eggs; Beauty did not break any, and Pock Face broke them all, but she would not admit it. Then they climbed a ladder of knives; Beauty did not cut her feet, and Pock Face did, but she would not admit it. Finally, they jumped into boiling oil; Beauty emerged alive, but Pock Face died.",any,eggs,EGGS,1.0,1.0,Beauty,0.0,0.0,eggs,1.0,1.0,gnpe,NPE_20,252,True,True,True,3.0,0,1,1,1.0,parallel
253,"When they discuss children, Cole says he does not want any, and Maya reveals she is incapable. As the asteroid grows closer, Cole asks Maya to marry him. Maya jokingly accepts, and Cole insists that he is serious; now serious, Maya again agrees. Although initially dismissive of the danger, scientists become increasingly worried about a collision.",Clausal or VP Coordination,"When they discuss children, Cole says he does not want any, and Maya reveals she is incapable. As the asteroid grows closer, Cole asks Maya to marry him. Maya jokingly accepts, and Cole insists that he is serious; now serious, Maya again agrees. Although initially dismissive of the danger, scientists become increasingly worried about a collision.",any,55,57,children,18,25,asteroid,102,109,True,False,,,nppl,det,https://en.wikipedia.org/wiki/Beyond_(2014_film),1,1,8,8,30,-54,84,-5.66818618774414,-7.03320407867431,1.3650178909301758,"When they discuss children, Cole says he does not want any, and Maya reveals she is incapable. As the asteroid grows closer, Cole asks Maya to marry him. Maya jokingly accepts, and Cole insists that he is serious; now serious, Maya again agrees. Although initially dismissive of the danger, scientists become increasingly worried about a collision.",1.0,1.0,"When they discuss children, Cole says he does not want any, and Maya reveals she is incapable. As the asteroid grows closer, Cole asks Maya to marry him. Maya jokingly accepts, and Cole insists that he is serious; now serious, Maya again agrees. Although initially dismissive of the danger, scientists become increasingly worried about a collision.",any,children,CHILDREN,1.0,1.0,Cole,0.0,0.0,children,1.0,1.0,gnpe,NPE_8,253,True,True,True,3.0,0,1,1,1.0,parallel
254,"The novel then jumps forward, and Linda reflects on when she found out she had ovarian cancer. She went into the doctor at the request of Leo, her long-term boyfriend turned fiance. Leo wanted children, and when he found out Linda couldn’t have any, he immediately moved out of their shared house and left her. Linda then reveals their backstory.",Clausal or VP Coordination,"The novel then jumps forward, and Linda reflects on when she found out she had ovarian cancer. She went into the doctor at the request of Leo, her long-term boyfriend turned fiance. Leo wanted children, and when he found out Linda couldn’t have any, he immediately moved out of their shared house and left her. Linda then reveals their backstory.",any,245,247,children,193,200,fiance,174,179,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/Bitter_in_the_Mouth,1,1,8,6,45,66,-21,-5.66818618774414,-7.03320407867431,1.3650178909301758,"The novel then jumps forward, and Linda reflects on when she found out she had ovarian cancer. She went into the doctor at the request of Leo, her long-term boyfriend turned fiance. Leo wanted children, and when he found out Linda couldn’t have any, he immediately moved out of their shared house and left her. Linda then reveals their backstory.",1.0,1.0,"The novel then jumps forward, and Linda reflects on when she found out she had ovarian cancer. She went into the doctor at the request of Leo, her long-term boyfriend turned fiance. Leo wanted children, and when he found out Linda couldn’t have any, he immediately moved out of their shared house and left her. Linda then reveals their backstory.",any,children,CHILDREN,1.0,1.0,"Leo
Answer",0.0,0.0,children,1.0,1.0,gnpe,NPE_3,254,True,True,True,3.0,0,1,1,1.0,parallel
255,"Persoon joined it with Swartz's Cephælis, the Tapocomea of Jean Baptiste Christophore Fusée Aublet and Bernard de Jussieu; but Mr. Brown not finding it to accord with any established genus, has considered it as distinct from any, and given it the name of Burchellia in honour of Mr. Burchell, a very enterprising traveller in Southern Africa, who has favoured the public with an interesting account of his travels in that country.",non-parallelism,"Persoon joined it with Swartz's Cephælis, the Tapocomea of Jean Baptiste Christophore Fusée Aublet and Bernard de Jussieu; but Mr. Brown not finding it to accord with any established genus, has considered it as distinct from any, and given it the name of Burchellia in honour of Mr. Burchell, a very enterprising traveller in Southern Africa, who has favoured the public with an interesting account of his travels in that country.",any,225,227,established genus,171,187,name,247,250,True,False,,,npsg,det,https://en.wikipedia.org/wiki/Burchellia,1,0,17,4,38,-25,63,-13.0916404724121,-4.83945369720459,-8.25218677520752,"Persoon joined it with Swartz's Cephælis, the Tapocomea of Jean Baptiste Christophore Fusée Aublet and Bernard de Jussieu; but Mr. Brown not finding it to accord with any established genus, has considered it as distinct from any, and given it the name of Burchellia in honour of Mr. Burchell, a very enterprising traveller in Southern Africa, who has favoured the public with an interesting account of his travels in that country.",0.6666666666666666,1.0,"Persoon joined it with Swartz's Cephælis, the Tapocomea of Jean Baptiste Christophore Fusée Aublet and Bernard de Jussieu; but Mr. Brown not finding it to accord with any established genus, has considered it as distinct from any, and given it the name of Burchellia in honour of Mr. Burchell, a very enterprising traveller in Southern Africa, who has favoured the public with an interesting account of his travels in that country.",any,established genus,ESTABLISHED GENUS,1.0,1.0,"Mr. Burchell, a very enterprising traveller in Southern Africa, who has favoured the public",0.0,0.0,genus,0.0,0.0,gnpe,NPE_19,255,True,True,True,3.0,0,1,1,1.0,non-parallem
256,"The inspiration for datagrams had two sources. One was Donald Davies' studies. He had done some simulation of datagram networks, although he had not built any, and it looked technically viable. The second inspiration was I like things simple. I didn't see any real technical motivation to overlay two levels of end-to-end protocols. I thought one was enough.",non-parallelism,"The inspiration for datagrams had two sources. One was Donald Davies' studies. He had done some simulation of datagram networks, although he had not built any, and it looked technically viable. The second inspiration was I like things simple. I didn't see any real technical motivation to overlay two levels of end-to-end protocols. I thought one was enough.",any,155,157,datagram networks,110,126,simulation,96,105,True,False,local,non-local,nppl,det,https://en.wikipedia.org/wiki/CYCLADES,1,1,17,10,29,50,-21,-14.0664081573486,-7.03320407867431,-7.03320407867431,"The inspiration for datagrams had two sources. One was Donald Davies' studies. He had done some simulation of datagram networks, although he had not built any, and it looked technically viable. The second inspiration was I like things simple. I didn't see any real technical motivation to overlay two levels of end-to-end protocols. I thought one was enough.",1.0,1.0,"The inspiration for datagrams had two sources. One was Donald Davies' studies. He had done some simulation of datagram networks, although he had not built any, and it looked technically viable. The second inspiration was I like things simple. I didn't see any real technical motivation to overlay two levels of end-to-end protocols. I thought one was enough.",any,datagram networks,END-TO-END PROTOCOLS,0.0,0.0,Donald Davies,0.0,0.0,motivation,0.0,0.0,gnpe,NPE_16,256,True,True,False,2.0,0,0,1,0.6666666666666666,non-parallem
